instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_category,weather_category
199,2011-07-18,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75,Musim Semi,Cerah/Sedikit Berawan
200,2011-07-19,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72,Musim Semi,Cerah/Sedikit Berawan
201,2011-07-20,1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,5,77,82,Musim Semi,Cerah/Sedikit Berawan
202,2011-07-21,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92,Musim Semi,Cerah/Sedikit Berawan
203,2011-07-22,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,Musim Semi,Cerah/Sedikit Berawan
204,2011-07-23,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48,Musim Semi,Cerah/Sedikit Berawan
205,2011-07-24,1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41,Musim Semi,Cerah/Sedikit Berawan
206,2011-07-25,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38,Musim Semi,Cerah/Sedikit Berawan
207,2011-07-26,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,Musim Semi,Cerah/Sedikit Berawan
208,2011-07-27,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,Musim Semi,Cerah/Sedikit Berawan
209,2011-07-28,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,Musim Semi,Cerah/Sedikit Berawan
210,2011-07-29,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5,Musim Semi,Cerah/Sedikit Berawan
211,2011-07-30,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1,Musim Semi,Cerah/Sedikit Berawan
212,2011-07-31,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3,Musim Semi,Cerah/Sedikit Berawan
213,2011-08-01,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1,Musim Semi,Cerah/Sedikit Berawan
214,2011-08-02,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3,Musim Semi,Cerah/Sedikit Berawan
215,2011-08-03,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3,Musim Semi,Cerah/Sedikit Berawan
216,2011-08-04,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,Musim Semi,Cerah/Sedikit Berawan
217,2011-08-05,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,Musim Semi,Cerah/Sedikit Berawan
218,2011-08-06,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,Musim Semi,Berkabut/Berawan
219,2011-08-07,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94,Musim Semi,Berkabut/Berawan
220,2011-08-08,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,Musim Semi,Berkabut/Berawan
221,2011-08-09,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,Musim Semi,Berkabut/Berawan
222,2011-08-10,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,Musim Semi,Berkabut/Berawan
223,2011-08-11,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54,Musim Semi,Berkabut/Berawan
224,2011-08-12,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47,Musim Semi,Berkabut/Berawan
225,2011-08-13,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45,Musim Semi,Berkabut/Berawan
226,2011-08-14,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74,Musim Semi,Cerah/Sedikit Berawan
227,2011-08-15,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,Musim Semi,Cerah/Sedikit Berawan
228,2011-08-16,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155,Musim Semi,Cerah/Sedikit Berawan
229,2011-08-17,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,Musim Semi,Cerah/Sedikit Berawan
230,2011-08-18,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,Musim Semi,Cerah/Sedikit Berawan
231,2011-08-19,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,Musim Semi,Cerah/Sedikit Berawan
232,2011-08-20,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,Musim Semi,Cerah/Sedikit Berawan
233,2011-08-21,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,Musim Semi,Cerah/Sedikit Berawan
234,2011-08-22,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,Musim Semi,Cerah/Sedikit Berawan
235,2011-08-23,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,Musim Semi,Cerah/Sedikit Berawan
236,2011-08-24,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,Musim Semi,Berkabut/Berawan
237,2011-08-25,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,Musim Semi,Berkabut/Berawan
238,2011-08-26,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,Musim Semi,Berkabut/Berawan
239,2011-08-27,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0.0,2,97,99,Musim Semi,Berkabut/Berawan
240,2011-08-28,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,Musim Semi,Berkabut/Berawan
241,2011-08-29,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,Musim Semi,Berkabut/Berawan
242,2011-08-30,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,Musim Semi,Berkabut/Berawan
243,2011-08-31,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,Musim Semi,Berkabut/Berawan
244,2011-09-01,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,Musim Semi,Berkabut/Berawan
245,2011-09-02,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,Musim Semi,Berkabut/Berawan
246,2011-09-03,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,Musim Semi,Berkabut/Berawan
247,2011-09-04,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,Musim Semi,Berkabut/Berawan
248,2011-09-05,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,Musim Semi,Berkabut/Berawan
249,2011-09-06,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,Musim Semi,Berkabut/Berawan
250,2011-09-07,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,Musim Semi,Salju Ringan/Hujan Ringan
251,2011-09-08,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51,Musim Semi,Salju Ringan/Hujan Ringan
252,2011-09-09,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,Musim Semi,Salju Ringan/Hujan Ringan
253,2011-09-10,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,Musim Semi,Salju Ringan/Hujan Ringan
254,2011-09-11,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,Musim Semi,Salju Ringan/Hujan Ringan
255,2011-09-12,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,Musim Semi,Salju Ringan/Hujan Ringan
256,2011-09-13,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,Musim Semi,Berkabut/Berawan
257,2011-09-14,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,Musim Semi,Berkabut/Berawan
258,2011-09-15,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,Musim Semi,Cerah/Sedikit Berawan
259,2011-09-16,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,Musim Semi,Cerah/Sedikit Berawan
260,2011-09-17,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,Musim Semi,Cerah/Sedikit Berawan
261,2011-09-18,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,Musim Semi,Cerah/Sedikit Berawan
262,2011-09-19,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,Musim Semi,Cerah/Sedikit Berawan
263,2011-09-20,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,Musim Semi,Cerah/Sedikit Berawan
264,2011-09-21,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,Musim Semi,Cerah/Sedikit Berawan
265,2011-09-22,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,Musim Semi,Cerah/Sedikit Berawan
266,2011-09-23,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,Musim Semi,Cerah/Sedikit Berawan
267,2011-09-24,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,Musim Semi,Cerah/Sedikit Berawan
268,2011-09-25,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,Musim Semi,Cerah/Sedikit Berawan
269,2011-09-26,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,Musim Semi,Cerah/Sedikit Berawan
270,2011-09-27,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,Musim Semi,Cerah/Sedikit Berawan
271,2011-09-28,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,Musim Semi,Cerah/Sedikit Berawan
272,2011-09-29,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,Musim Semi,Cerah/Sedikit Berawan
273,2011-09-30,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,Musim Semi,Cerah/Sedikit Berawan
274,2011-10-01,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,Musim Semi,Cerah/Sedikit Berawan
275,2011-10-02,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,Musim Semi,Cerah/Sedikit Berawan
276,2011-10-03,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,Musim Semi,Cerah/Sedikit Berawan
277,2011-10-04,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,Musim Semi,Cerah/Sedikit Berawan
278,2011-10-05,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,Musim Semi,Cerah/Sedikit Berawan
279,2011-10-06,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,Musim Semi,Cerah/Sedikit Berawan
280,2011-10-07,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,Musim Semi,Cerah/Sedikit Berawan
281,2011-10-08,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,Musim Semi,Cerah/Sedikit Berawan
282,2011-10-09,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,Musim Semi,Cerah/Sedikit Berawan
283,2011-10-10,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,Musim Semi,Cerah/Sedikit Berawan
284,2011-10-11,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,Musim Semi,Cerah/Sedikit Berawan
285,2011-10-12,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,Musim Semi,Cerah/Sedikit Berawan
286,2011-10-13,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,Musim Semi,Cerah/Sedikit Berawan
287,2011-10-14,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,Musim Semi,Cerah/Sedikit Berawan
288,2011-10-15,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,Musim Semi,Berkabut/Berawan
289,2011-10-16,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,Musim Semi,Berkabut/Berawan
290,2011-10-17,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,Musim Semi,Cerah/Sedikit Berawan
291,2011-10-18,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,Musim Semi,Cerah/Sedikit Berawan
292,2011-10-19,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,Musim Semi,Cerah/Sedikit Berawan
293,2011-10-20,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,Musim Semi,Cerah/Sedikit Berawan
294,2011-10-21,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,Musim Semi,Cerah/Sedikit Berawan
295,2011-10-22,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,Musim Semi,Cerah/Sedikit Berawan
296,2011-10-23,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,Musim Semi,Cerah/Sedikit Berawan
297,2011-10-24,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,Musim Semi,Cerah/Sedikit Berawan
298,2011-10-25,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,Musim Semi,Cerah/Sedikit Berawan
299,2011-10-26,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,Musim Semi,Cerah/Sedikit Berawan
300,2011-10-27,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,Musim Semi,Cerah/Sedikit Berawan
301,2011-10-28,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,Musim Semi,Cerah/Sedikit Berawan
302,2011-10-29,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,Musim Semi,Cerah/Sedikit Berawan
303,2011-10-30,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,Musim Semi,Cerah/Sedikit Berawan
304,2011-10-31,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,Musim Semi,Cerah/Sedikit Berawan
305,2011-11-01,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,Musim Semi,Cerah/Sedikit Berawan
306,2011-11-02,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,Musim Semi,Cerah/Sedikit Berawan
307,2011-11-03,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17,Musim Semi,Cerah/Sedikit Berawan
308,2011-11-04,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,Musim Semi,Cerah/Sedikit Berawan
309,2011-11-05,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158,Musim Semi,Cerah/Sedikit Berawan
310,2011-11-06,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,Musim Semi,Cerah/Sedikit Berawan
311,2011-11-07,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,Musim Semi,Cerah/Sedikit Berawan
312,2011-11-08,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,Musim Semi,Cerah/Sedikit Berawan
313,2011-11-09,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,Musim Semi,Cerah/Sedikit Berawan
314,2011-11-10,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,Musim Semi,Cerah/Sedikit Berawan
315,2011-11-11,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,Musim Semi,Cerah/Sedikit Berawan
316,2011-11-12,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,Musim Semi,Cerah/Sedikit Berawan
317,2011-11-13,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,Musim Semi,Cerah/Sedikit Berawan
318,2011-11-14,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,Musim Semi,Cerah/Sedikit Berawan
319,2011-11-15,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139,Musim Semi,Cerah/Sedikit Berawan
320,2011-11-16,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,Musim Semi,Cerah/Sedikit Berawan
321,2011-11-17,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0.0,0,68,68,Musim Semi,Cerah/Sedikit Berawan
322,2011-11-18,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0.0,4,48,52,Musim Semi,Cerah/Sedikit Berawan
323,2011-11-19,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0.0,2,34,36,Musim Semi,Berkabut/Berawan
324,2011-11-20,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0.0,1,26,27,Musim Semi,Berkabut/Berawan
325,2011-11-21,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0.0,3,25,28,Musim Semi,Cerah/Sedikit Berawan
326,2011-11-22,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,Musim Semi,Berkabut/Berawan
327,2011-11-23,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,Musim Semi,Berkabut/Berawan
328,2011-11-24,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0.0,1,7,8,Musim Semi,Berkabut/Berawan
329,2011-11-25,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0.0,0,5,5,Musim Semi,Berkabut/Berawan
330,2011-11-26,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0.0,0,1,1,Musim Semi,Cerah/Sedikit Berawan
331,2011-11-27,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,Musim Semi,Cerah/Sedikit Berawan
332,2011-11-28,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0.0,1,9,10,Musim Semi,Cerah/Sedikit Berawan
333,2011-11-29,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,Musim Semi,Cerah/Sedikit Berawan
334,2011-11-30,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,Musim Semi,Cerah/Sedikit Berawan
335,2011-12-01,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,Musim Semi,Cerah/Sedikit Berawan
336,2011-12-02,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,Musim Semi,Cerah/Sedikit Berawan
337,2011-12-03,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,Musim Semi,Cerah/Sedikit Berawan
338,2011-12-04,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,Musim Semi,Cerah/Sedikit Berawan
339,2011-12-05,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,Musim Semi,Cerah/Sedikit Berawan
340,2011-12-06,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,Musim Semi,Berkabut/Berawan
341,2011-12-07,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,Musim Semi,Berkabut/Berawan
342,2011-12-08,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,Musim Semi,Berkabut/Berawan
343,2011-12-09,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,Musim Semi,Berkabut/Berawan
344,2011-12-10,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,Musim Semi,Berkabut/Berawan
345,2011-12-11,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,Musim Semi,Berkabut/Berawan
346,2011-12-12,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,Musim Semi,Berkabut/Berawan
347,2011-12-13,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,Musim Semi,Berkabut/Berawan
348,2011-12-14,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,Musim Semi,Cerah/Sedikit Berawan
349,2011-12-15,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39,Musim Semi,Cerah/Sedikit Berawan
350,2011-12-16,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,Musim Semi,Cerah/Sedikit Berawan
351,2011-12-17,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,Musim Semi,Cerah/Sedikit Berawan
352,2011-12-18,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0.0,9,6,15,Musim Semi,Cerah/Sedikit Berawan
353,2011-12-19,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,Musim Semi,Cerah/Sedikit Berawan
354,2011-12-20,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,Musim Semi,Berkabut/Berawan
355,2011-12-21,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,Musim Semi,Berkabut/Berawan
356,2011-12-22,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,Musim Semi,Berkabut/Berawan
357,2011-12-23,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,Musim Semi,Cerah/Sedikit Berawan
358,2011-12-24,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,Musim Semi,Cerah/Sedikit Berawan
359,2011-12-25,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,Musim Semi,Cerah/Sedikit Berawan
360,2011-12-26,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,Musim Semi,Cerah/Sedikit Berawan
361,2011-12-27,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,Musim Semi,Cerah/Sedikit Berawan
362,2011-12-28,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,Musim Semi,Cerah/Sedikit Berawan
363,2011-12-29,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,Musim Semi,Cerah/Sedikit Berawan
364,2011-12-30,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,Musim Semi,Cerah/Sedikit Berawan
365,2011-12-31,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,Musim Semi,Cerah/Sedikit Berawan
366,2012-01-01,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,Musim Semi,Cerah/Sedikit Berawan
367,2012-01-02,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,Musim Semi,Cerah/Sedikit Berawan
368,2012-01-03,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,Musim Semi,Cerah/Sedikit Berawan
369,2012-01-04,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,Musim Semi,Cerah/Sedikit Berawan
370,2012-01-05,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,Musim Semi,Cerah/Sedikit Berawan
371,2012-01-06,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,Musim Semi,Berkabut/Berawan
372,2012-01-07,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,Musim Semi,Berkabut/Berawan
373,2012-01-08,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17,Musim Semi,Berkabut/Berawan
374,2012-01-09,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16,Musim Semi,Berkabut/Berawan
375,2012-01-10,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8,Musim Semi,Berkabut/Berawan
376,2012-01-11,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2,Musim Semi,Berkabut/Berawan
377,2012-01-12,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3,Musim Semi,Berkabut/Berawan
378,2012-01-13,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1,Musim Semi,Berkabut/Berawan
379,2012-01-14,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5,Musim Semi,Berkabut/Berawan
380,2012-01-15,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13,Musim Semi,Berkabut/Berawan
381,2012-01-16,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33,Musim Semi,Berkabut/Berawan
382,2012-01-17,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47,Musim Semi,Berkabut/Berawan
383,2012-01-18,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57,Musim Semi,Berkabut/Berawan
384,2012-01-19,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64,Musim Semi,Berkabut/Berawan
385,2012-01-20,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80,Musim Semi,Berkabut/Berawan
386,2012-01-21,1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93,Musim Semi,Berkabut/Berawan
387,2012-01-22,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86,Musim Semi,Berkabut/Berawan
388,2012-01-23,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93,Musim Semi,Berkabut/Berawan
389,2012-01-24,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82,Musim Semi,Berkabut/Berawan
390,2012-01-25,1,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71,Musim Semi,Cerah/Sedikit Berawan
391,2012-01-26,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92,Musim Semi,Berkabut/Berawan
392,2012-01-27,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.194,2,58,60,Musim Semi,Salju Ringan/Hujan Ringan
393,2012-01-28,1,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,4,29,33,Musim Semi,Salju Ringan/Hujan Ringan
394,2012-01-29,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,3,24,27,Musim Semi,Salju Ringan/Hujan Ringan
395,2012-01-30,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13,Musim Semi,Salju Ringan/Hujan Ringan
396,2012-01-31,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4,Musim Semi,Salju Ringan/Hujan Ringan
397,2012-02-01,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3,Musim Semi,Berkabut/Berawan
398,2012-02-02,1,0,1,13,0,2,1,2,0.2,0.197,0.86,0.2239,0,22,22,Musim Semi,Berkabut/Berawan
